"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-06",,,"209","7","117","3,7","11","4,7","8","4,7","0",",7","0",",7","0","2,7","0","2,7","0","3,7","25","3,7","2","3,7","50","2,7,03,","0",",,7,30,+","0.0",",,7,30,+","2.70","4,,7,16,","91","3,7,30,","7249","7","11","3,7","8.92",",a,,7","0.0",",,,7","68.9","3,7","78.3","3,,,7","59.5","2,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-07",,,"440","7","231",",7","7",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","55",",7,07,","0",",,7,31,+","0.0",",,7,31,+","0.94",",,7,20,","91",",7,14,","0","7","0",",7","3.20",",,,7","0.0",",,,7","72.4",",7","81.7",",,,7","63.2",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-08",,,"621","7","181","1,7","15",",7","10",",7","0",",7","0",",7","0","1,7","0","1,7","0",",7","29",",7","0",",7","53","1,7,17,","0",",,7,31,+","0.0",",,7,31,+","9.62",",,7,21,","87",",7,27,","6","7","5",",7","14.21",",,,7","0.0",",,,7","70.8","1,7","80.1",",,,7","61.6","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-09",,,"709","7","89",",7","13",",7","10",",7","0",",7","0",",7","0",",7","1",",7","0",",7","20",",7","0",",7","32",",7,29,","0",",,7,30,+","0.0",",,7,30,+","1.41",",,7,02,","87",",7,18,+","135","7","129",",7","6.01",",,,7","0.0",",,,7","63.7",",7","73.8",",,,7","53.5",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-10",,,,,,,"18",",7","8",",7","0",",7","0","1,7",,,,,"0","5,7","4","5,7","0","5,7",,,"0",",,7,31,+","0.0","1,,7,31,+","1.74",",,7,02,","83","5,7,04,",,,,,"6.06",",,,7","0.0","1,,,7",,,"56.8","5,,,7",,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-11",,,,,"0","1,7","10",",7","3",",7","3",",7","0",",7","0","1,7","24","1,7","12",",7","0",",7","0",",7","13","1,7,15,+","1",",,7,29,+","0.8",",,7,09,","0.58",",,7,06,","56",",7,01,",,,"1024",",7","1.69",",,,7","2.1",",,,7","30.0","1,7","36.3",",,,7","23.8","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-12",,,,,,,"8",",7","3",",7","2",",7","0",",7",,,,,"12","2,7","0","2,7","0","2,7",,,"1",",,7,30,+","0.8",",,7,29,","0.53",",,7,02,","49","2,7,17,",,,,,"1.08",",,,7","1.9",",,,7",,,"34.6","2,,,7",,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-01",,,,,,,"8","2,7","6","2,7","17","1,7","6","1,7",,,,,,,,,,,,,"10","1,,7,31,+","5.0","1,,7,24,+","0.67","2,,7,08,",,,,,,,"2.61",",a,,7","24.5","1,,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-02",,,,,,,"14","2,7","8","2,7","21","2,7","8","2,7",,,,,,,,,,,,,"11","2,,7,01,","6.0","2,,7,12,","0.60","2,,7,12,",,,,,,,"2.54","2,,,7","23.8","2,,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-03",,,,,,,"7","1,7","3","1,7","13",",7","1",",7",,,,,,,,,,,,,"8",",,7,06,+","1.0",",,7,02,","0.55","1,,7,10,",,,,,,,"0.93","1,,,7","1.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-04",,,,,,,"12","2,7","6","2,7","1","1,7","0","1,7",,,,,,,,,,,,,"1","1,,7,28,","0.9","1,,7,28,","0.90","2,,7,23,",,,,,,,"3.22",",a,,7","0.9","1,,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-05",,,,,,,"19",",7","12",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.27",",,7,25,",,,,,,,"5.87",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-06",,,,,,,"15",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","0.95",",,7,29,",,,,,,,"3.21",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-07",,,,,,,"11",",7","10",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.68",",,7,04,",,,,,,,"7.44",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-08",,,,,,,"12",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.32",",,7,11,",,,,,,,"4.55",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-09",,,,,,,"14",",7","11",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.57",",,7,10,",,,,,,,"7.44",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-10",,,,,,,"16",",7","11",",7","3",",7","2",",7",,,,,,,,,,,,,"4",",,7,31,","4.0",",,7,31,","2.67",",,7,02,",,,,,,,"5.38",",,,7","6.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-11",,,,,,,"12",",7","7",",7","13",",7","5",",7",,,,,,,,,,,,,"4",",,7,01,","3.0",",,7,01,","0.20",",,7,27,",,,,,,,"1.23",",,,7","8.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2019-12",,,,,,,"6","1,7","2","1,7","2",",7","1",",7",,,,,,,,,,,,,"2",",,7,31,","2.0",",,7,31,","0.40","1,,7,01,",,,,,,,"0.70","1,,,7","2.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-01",,,,,,,"9",",7","5",",7","21",",7","6",",7",,,,,,,,,,,,,"10",",,7,25,","4.0",",,7,18,","0.40",",,7,18,",,,,,,,"1.26",",,,7","15.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-02",,,,,,,"4",",7","3",",7","29",",7","4",",7",,,,,,,,,,,,,"9",",,7,21,+","5.2",",,7,18,","0.33",",,7,18,",,,,,,,"0.84",",,,7","13.7",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-03",,,,,,,"7","3,7","5","3,7","3",",7","0","1,7",,,,,,,,,,,,,"3",",,7,01,","0.9","1,,7,18,","1.19","3,,7,20,",,,,,,,"1.82","3,,,7","0.9","1,,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-04",,,,,,,"8","1,7","5","1,7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,15,+","0.0",",T,7,15,+","0.47","1,,7,30,",,,,,,,"1.27","1,,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-05",,,,,,,"14",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",T,7,11,","2.12",",,7,18,",,,,,,,"5.33",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-06",,,,,,,"15","1,7","10","1,7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.60","1,,7,11,",,,,,,,"6.99","1,,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-07",,,,,,,"6",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","2.06",",,7,10,",,,,,,,"6.07",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-08",,,,,,,"6",",7","1",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.24",",,7,16,",,,,,,,"0.41",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-09",,,,,,,"13",",7","10",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.00",",,7,12,+",,,,,,,"4.54",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-10",,,,,,,"11",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,26,","0.0",",T,7,26,","2.45",",,7,23,",,,,,,,"3.49",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-11",,,,,,,"7",",7","4",",7","1",",7","0","1,7",,,,,,,,,,,,,"1",",,7,24,","0.5","1,,7,24,","0.81",",,7,11,",,,,,,,"1.57",",,,7","0.5","1,,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2020-12",,,,,,,"5",",7","4",",7","16",",7","4",",7",,,,,,,,,,,,,"7",",,7,13,","4.5",",,7,30,+","0.52",",,7,12,",,,,,,,"1.23",",,,7","12.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-01",,,,,,,"12",",7","5",",7","31",",7","7",",7",,,,,,,,,,,,,"11",",,7,31,","6.0",",,7,31,+","0.52",",,7,31,",,,,,,,"1.53",",,,7","20.6",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-02",,,,,,,"6",",7","3",",7","28",",7","4",",7",,,,,,,,,,,,,"13",",,7,05,","3.5",",,7,05,","0.32",",,7,05,",,,,,,,"0.73",",,,7","8.9",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-03",,,,,,,"7",",7","2",",7","8",",7","1",",7",,,,,,,,,,,,,"3",",,7,03,+","2.0",",,7,16,","0.76",",,7,24,",,,,,,,"1.24",",,,7","2.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-04",,,,,,,"6",",7","3",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",T,7,21,","1.10",",,7,11,",,,,,,,"1.78",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-05",,,,,,,"11",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.00",",,7,04,",,,,,,,"2.83",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-06",,,,,,,"9",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.89",",,7,18,",,,,,,,"4.56",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-07",,,,,,,"9",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.93",",,7,15,",,,,,,,"2.56",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-08",,,,,,,"11",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.60",",,7,08,",,,,,,,"4.49",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-09",,,,,,,"7",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.29",",,7,13,",,,,,,,"3.15",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-10",,,,,,,"13",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.04",",,7,08,",,,,,,,"3.55",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-11",,,,,,,"4",",7","1",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,26,+","0.0",",T,7,26,+","0.20",",,7,12,",,,,,,,"0.30",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2021-12",,,,,,,"6",",7","3",",7","5",",7","2",",7",,,,,,,,,,,,,"4",",,7,29,","2.5",",,7,29,","0.32",",,7,27,",,,,,,,"0.76",",,,7","4.7",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-01",,,,,,,"7",",7","3",",7","31",",7","3",",7",,,,,,,,,,,,,"6",",,7,27,+","3.4",",,7,23,","0.20",",,7,23,",,,,,,,"0.52",",,,7","6.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-02",,,,,,,"8",",7","1",",7","18",",7","1",",7",,,,,,,,,,,,,"3",",,7,01,","1.5",",,7,25,","0.12",",,7,25,",,,,,,,"0.35",",,,7","3.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-03",,,,,,,"12",",7","7",",7","8",",7","2",",7",,,,,,,,,,,,,"3",",,7,08,+","3.0",",,7,07,","0.92",",,7,23,",,,,,,,"3.06",",,,7","4.9",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-04",,,,,,,"15",",7","4",",7","1",",7","0",",7",,,,,,,,,,,,,"1",",,7,01,","0.8",",,7,19,","0.80",",,7,23,",,,,,,,"2.43",",,,7","1.8",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-05",,,,,,,"15",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.32",",,7,26,",,,,,,,"2.47",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-06",,,,,,,"11",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","0.93",",,7,09,",,,,,,,"3.20",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-07",,,,,,,"9",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.18",",,7,06,",,,,,,,"4.30",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-08",,,,,,,"15",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.59",",,7,07,",,,,,,,"5.12",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-09",,,,,,,"10",",7","3",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","2.00",",,7,12,",,,,,,,"3.73",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-10",,,,,,,"7",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",T,7,18,+","0.31",",,7,13,",,,,,,,"1.16",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-11",,,,,,,"9",",7","5",",7","7",",7","2",",7",,,,,,,,,,,,,"4",",,7,16,","3.5",",,7,16,","2.04",",,7,05,",,,,,,,"3.60",",,,7","5.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2022-12",,,,,,,"10",",7","4",",7","20",",7","3",",7",,,,,,,,,,,,,"5",",,7,23,+","5.0",",,7,15,+","1.28",",,7,15,",,,,,,,"2.90",",,,7","14.6",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-01",,,,,,,"16",",7","5",",7","14",",7","4",",7",,,,,,,,,,,,,"12",",,7,29,","8.0",",,7,29,","0.49",",,7,03,",,,,,,,"1.76",",,,7","15.4",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-02",,,,,,,"11",",7","5",",7","21",",7","3",",7",,,,,,,,,,,,,"8",",,7,02,+","7.5",",,7,10,","1.10",",,7,27,",,,,,,,"3.02",",,,7","13.9",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-03",,,,,,,"12",",7","8",",7","13",",7","6",",7",,,,,,,,,,,,,"9",",,7,25,","9.0",",,7,25,","0.80",",,7,25,",,,,,,,"3.05",",,,7","20.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-04",,,,,,,"14",",7","8",",7","1",",7","1",",7",,,,,,,,,,,,,"2",",,7,17,","2.0",",,7,17,","0.60",",,7,17,+",,,,,,,"2.78",",,,7","2.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-05",,,,,,,"8",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.48",",,7,09,",,,,,,,"1.04",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-06",,,,,,,"7",",7","3",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","0.21",",,7,25,",,,,,,,"0.65",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-07",,,,,,,"13",",7","9",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","2.00",",,7,29,",,,,,,,"6.21",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-08",,,,,,,"5",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.76",",,7,15,",,,,,,,"2.75",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-09",,,,,,,"14",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.19",",,7,26,",,,,,,,"3.40",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-10",,,,,,,"9",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,31,","0.0",",T,7,31,+","1.81",",,7,14,",,,,,,,"3.56",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-11",,,,,,,"5",",7","3",",7","2",",7","1",",7",,,,,,,,,,,,,"1",",,7,27,+","1.1",",,7,26,","0.50",",,7,21,",,,,,,,"1.06",",,,7","1.1",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2023-12",,,,,,,"11",",7","5",",7","5",",7","1",",7",,,,,,,,,,,,,"2",",,7,31,+","1.5",",,7,29,","0.45",",,7,26,",,,,,,,"1.63",",,,7","3.2",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-01",,,,,,,"13",",7","8",",7","31",",7","6",",7",,,,,,,,,,,,,"15",",,7,13,","9.0",",,7,13,","0.80",",,7,13,",,,,,,,"2.64",",,,7","23.2",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-02",,,,,,,"4",",7","1",",7","5",",7","1",",7",,,,,,,,,,,,,"3",",,7,15,","2.5",",,7,15,","0.58",",,7,15,",,,,,,,"0.65",",,,7","2.8",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-03",,,,,,,"9",",7","7",",7","2",",7","2",",7",,,,,,,,,,,,,"4",",,7,22,","3.5",",,7,22,","1.49",",,7,15,",,,,,,,"4.72",",,,7","4.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-04",,,,,,,"11",",7","7",",7","3",",7","1",",7",,,,,,,,,,,,,"6",",,7,03,","6.0",",,7,03,","1.91",",,7,03,",,,,,,,"5.22",",,,7","6.2",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-05",,,,,,,"13",",7","11",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","2.05",",,7,25,",,,,,,,"6.70",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-06",,,,,,,"16",",7","12",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.51",",,7,29,",,,,,,,"7.52",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-07",,,,,,,"12",",7","9",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","2.51",",,7,14,",,,,,,,"7.10",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-08",,,,,,,"6",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.35",",,7,06,",,,,,,,"2.85",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-09",,,,,,,"4",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.91",",,7,22,",,,,,,,"3.28",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-10",,,,,,,"5",",7","2",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.99",",,7,31,",,,,,,,"2.20",",,,7","0.0",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-11",,,,,,,"11",",7","7",",7","0",",7","1",",7",,,,,,,,,,,,,"0",",,7,30,+","1.5",",,7,22,","1.34",",,7,19,",,,,,,,"3.45",",,,7","1.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2024-12",,,,,,,"6",",7","4",",7","7",",7","1",",7",,,,,,,,,,,,,"4",",,7,20,","3.5",",,7,20,","0.54",",,7,28,",,,,,,,"1.21",",,,7","3.8",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2025-01",,,,,,,"3",",7","0",",7","4",",7","1",",7",,,,,,,,,,,,,"2",",,7,23,","2.0",",,7,23,","0.05",",,7,11,",,,,,,,"0.11",",,,7","2.9",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2025-02",,,,,,,"9",",7","3",",7","12",",7","2",",7",,,,,,,,,,,,,"6",",,7,16,+","4.8",",,7,13,","0.41",",,7,13,",,,,,,,"0.91",",,,7","8.5",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2025-03",,,,,,,"9",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,28,+","0.2",",,7,20,+","1.20",",,7,05,",,,,,,,"3.04",",,,7","0.6",",,,7",,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2025-04",,,,,,,"13",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",T,7,08,+","1.00",",,7,02,",,,,,,,"2.69",",,,7","0.0",",T,,7",,,,,,,,,,,,,,
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.14069","-89.34521","261.7","2014-01","8.9",",W","0","W","0",",W","8",",W","2",",W","31",",W","4",",W","14",",W","31",",W","21",",W","0",",W","0",",W","-18",",W,06,","8",",,W,29,+","3.9",",,W,26,","0.18",",,W,26,","41",",W,13,+","4665","W","1658",",W","0.66",",,,W","12.4",",,,W","11.5",",W","21.0",",,,W","2.0",",,,W","180",",W","240",",W","30.0",",W","46",",W"
